user_id,hdfs_user_id
012515e5802b2e0f42915118c90fa04b,180121
4b3636a043e5c99fa27ac897ccfa1151,180122
a3a4e571b82e9395db73f25ae79742e8,180123
d20102b939fd040355d6c2452230f709,180124
869f7931c730798de6310de9445453e7,180125
330f2557be759b71248c49fc4f09992d,180126
a5ba0a7f4f5175ae9d2ce997f790dcb9,180127
1afe8b35c5e568e95bc17e5b5cdbfd1b,180128
7962023b853e88d52e9f257181273853,180129
ced7b8e0a3340e8af27f2663f442c3bb,180130
a390421423d44fdd926f1ebfdcc71c4f,180131
1b13cb191d6a46d9f2af8ccf0101b352,180132
bda576847fc8af9494d83d73bb8fea96,180133
4ba7ef7101add315ddcd3bd8fd248b46,180134
db5bc9792b1f5b25e8d9d4799e215446,180135
5832d354f10970eacadeb70563de0786,180136
809453db2322819cc0401ce8ff9dd091,180137
d7768b04d1e99b4d8f257c6d8a31d7bc,180138
dd28d8b257012e8c09b4819c81042851,180139
8af6fc603d24edb904129f7c251f2bd0,180140
158feec3653e979acd18c0c427027dda,180141
3662a28d82f1cc64d685b8023b4fb74f,180142
7d99bdc70d3705716b0c4995089b2a71,180143
d9bec30e244616991f42b9988a2a9cda,180144
5595c439735705ad6139a7934f96bb41,180145
2930b671017714eab10078c2717e8c70,180146
cdf2096ea5bc866bf29cf85570b66275,180147
27f7a4c63cecb674b781165b6bd396b7,180148
4a433bc5cab38ae0d7813af4f276231b,180149
b5f937e40b9cb0e2eecb4ba2365e2019,180150
7dfc0f32e3ad386c7b16109b26954f39,180151
93253ecd2ae0eea31b0d45ea725629db,180152
bb5cbd6fb0c31eb81cc4c366b43da77d,180153
7543374af03e015ffc03268e0b4fde1c,180154
af57bfd3f6bcb24671637ce219689f9c,180155
df718bc7b37669fa36e1f34873cd15f9,180156
348831e4d91a1e4b9968f3272026dd97,180157
45ef5e51b8e9c874c28b1618b467a022,180158
1a70e6eddc2266bfe26532bb0abfbe42,180159
3956e32a3dd2913200b449c894a46c5f,180160
1c845473e18c23f917126cb29bc8d243,180161
185b91ed0b759865150b703ba98775b8,180162
2566db0b231abce91bf6a007089116ba,180163
dd39f0a2f72aeb2d44c59f3e9f1ddda2,180164
c41190a2c230b0f3d96397d7802b678c,180165
636d0b5e90918b5f5c8fbb55d5b14dc0,180166
abd4345b91dba9bebbd51bcb6959003b,180167
64bef2bfbb2069d198fe8eb2752f8ac4,180168
d4eb4491fe2a7fa5fdf1dc11e00d7066,180169
99b3c1ee79b8db72b5578df341aa1377,180170
05a9d6de39c214e864626038548eae5c,180171
3daf179a9e0571a46c9d5b576bc84d56,180172
dd1457ebb737a8444bb9d942d1b6e4b7,180173
7ada89e7a11d01f01d23a0debe9bf6a9,180174
bc02c6871d1607fcf65fccb4cfb2b15b,180175
736d1c03b7a49b254cb0a655100a66b2,180176
da4bb1caf6f67718ec692c96a5735e74,180177
d94d8de2a1220ab5b843040d3e3e92d5,180178
1650f13b553aeb93003ac88eeb3ce271,180179
b1f7c91fef193b78c78fbd98f8b13663,180180
7a22c21320df68a463db397372fb7f80,180181
3869ad9f7db864364fc3eefaa3b2067e,180182
a97f06a38947d93ca4bf294e53d7b271,180183
44a86e983ba7ebe45cc4599181995027,180184
9ca02ffad5b89067622d88e480172691,180185
0088ac052921fbdad6145c29322f9144,180186
215654ffec3c4c5971eb5fd8d4ce26fe,180187
ad1e9450c6db72a806a6aa7cc11f7d33,180188
3a5a8cd3a7120d3d743146495fd25d3a,180189
36b51ba830674ec0c325f96b3803494e,180190
6495be62eae98e186196cf404ba13724,180191
e743b8bd8fc9e3f5d11c83e0414dabb3,180192
98f215d62b4d7d18528efcf681977599,180193
0590f3274c16608be464b3c3d7f71c18,180194
e6e6777092b11fca6caa9982df40b1cd,180195
5923af77cffff3a68e7b1761816877db,180196
5ef6dab826848245fef307931436e4be,180197
eb34aea003a91f6a196d7958111ce044,180198
d66fb0f388916082e947ecf30e262fc1,180199
4183c84a1c9e1a600ce990ced2da801a,180200
70e215b2d465d7051ea605a091897ed4,180201
e0acb20b6a722e311a26fad8688625c4,180202
9616d814a05a81d785ae7a6592e0b89b,180203
44e2893bef618f4dea26aabdb757ba3c,180204
62638541a21c8844e269dc8130e76459,180205
2782d019f07948ccef0b9ab55361cd80,180206
3ed584f0d870f5abea193fa0335fe7a4,180207
