user_id,hdfs_user_id
af157d0205b8a901dee6d4a2aed7e6ad,306318
148cc5f044381ae63aacee1cd01d8ef1,306319
5e09e38e178edf7b524913c729854741,306320
35476565da0f5d9c554cea57a283aa49,306321
1fa34209b2a0797942f7961ca8d69e2e,306322
fc40e92613e282a797633316d224192b,306323
f450e00c849e65dbf4ce08bbbda40079,306324
01765a61b489e69584d0343a574c1246,306325
9d0132106ffbd3f90d933b9986ae8d52,306326
eff4934d6d2d4c47b9a2cdf059ec4bcc,306327
7074b9bd7e86e3eb85dfe2d5d4a85f8e,306328
0e55fd11ecc5b0c8e5bc5ef5ff5a0acd,306329
b42835e0335b800c8eeeaecc6e4dc210,306330
5501734ff42611aa9b34c53346eab7a8,306331
3cc4efc8e4cee027bf0d4e05fa9036bc,306332
277d804e8b845a605dc31659f8d8a2cb,306333
4d654b636f08f754072bc47683512395,306334
8a1b88f0003e554e1d99bce2461c6c4e,306335
470562ed2ba4be5c5dc5cc35b37f018c,306336
ab0431f1aaea0aee7fd70f827345908a,306337
c5a480631b5ed8072dcfaa0f8d2534da,306338
af0c7318dd5579386ecc83a95e05b827,306339
d2676ab7313e087f6eada9a327f024fa,306340
c3e9005b89bf46eeda1e3f44d2f1f0a1,306341
bde9aeb28fc22d72e90571b022ec47d6,306342
8d05420db5a5ef6d521d3fda5ec5ba81,306343
9886b578a7f06870ebe570f58f2aa370,306344
0d99d725116439242fdb9cb801bdf51d,306345
2acf7ee04dced24e0b0f7918af28c11b,306346
9b8bd50c8856b88a4543ce038001b550,306347
9ece969fdfbcea1d659cadfd329020a8,306348
3f0a6e29089ad6af4c799234496244be,306349
bb67b00365d50ceec0c1467c7c474059,306350
ccf408ad11be66b968eb38b273f88c25,306351
87929e3809d6e2c4c214d770b84c52d2,306352
c6719cab354a6e647a0134dc7695d0d3,306353
8bf745a1e2b3ec721ad079990111f114,306354
3b48006f7d805c7852937c295aad966f,306355
fca2702c08dfde6a056a2ecf224fdce3,306356
a342e82a52cb6cbb35d2f8c324a171e3,306357
75c8967cf932fd67454002edeb4b5a9d,306358
e585630d85a1d836c1ac2c6a0048da34,306359
56ba0d81c68eb9769bee42baad27a7f2,306360
0c316fe9475f27445f79eda1c44d1eec,306361
a8bb00c80f9deac00fd619f0f3c9f9d1,306362
2691664553c8d80b1f0fba35fb6249cf,306363
62f05bb62befb72cfa9717fb4f930453,306364
5f90f8f174aa3d9a885b912291d570e8,306365
