user_id,hdfs_user_id
06bd41ab4c378a8c5a9d45c6b4779650,324507
623103c8b74b4e97b2077ff2fd33514b,324508
0d8d07544717e84149df654caae803d0,324509
040b31603912dc03f19e0b76d58c3660,324510
75b3e366826a2872a4ac2541151a347f,324511
5908fffe33ba190524f3195bf9f923e0,324512
d129e49f79b8b524235beb78175c6d86,324513
d430b5e0d8447a143a48467b1615f75e,324514
03f6f73e78c0c3e1bda911a3206de3c5,324515
c4b5fd2c733469fc3e83e86ccfd6ce37,324516
ccdf64bdd73b6d5d6436283753690af8,324517
a5f714acc38961262b25992b6510de10,324518
eb13e2a647ea2dacb45f086a5191dbc9,324519
738d597ab90c53221387ceabfd4b72d8,324520
703ab6556e41f480ffa5752119ce4553,324521
0df06b951880e58cecdf240b660456b5,324522
3b995873c8688b2c69764d1ae69bcf35,324523
0c85f4762137956894c7ff13a8c38ab9,324524
d4a6d0dfc037e2640d6a815d7b38015f,324525
85bfca78b419eb5c1733cb81d6682694,324526
037c382333b7084ccee4cdec7401de90,324527
51debfbd25902241c74c7a7922fac1d5,324528
b0878d2dac36cbc1023b5119e8980951,324529
372a3ccdd9f8129059fe478bab127608,324530
34b3d1f3626eaa8b6d075df95ac65268,324531
611e235e93e46c6eaad806c074b755ec,324532
b56809548b09e28402d1a27ba29f2803,324533
61c5dd43510bfbabd71a939fe9ac046c,324534
24b1d7241bb92786f0c2c3f63ac922c5,324535
7882af1eb95acebce28113dbeafb63d1,324536
a5b703f47ba48f4227e044958ab17d99,324537
0590cf57ef6d4a3d511b02338ce5a3ac,324538
348add4d8ad886ed0c3462e4a9340e33,324539
075643429bdd98da3378a642e5f153cd,324540
535c9969205c97914714ae1cd9ad3c5d,324541
18a90fd306154bbad480e04b153a144b,324542
01ca55b825c25d03cb48fb2babc6df2e,324543
5a295a1716e2fa7f63d88268cd020f95,324544
8acb1cfec40448e2dd8143519c1e9c2d,324545
4ca2a142ac1b32c1d21ed9c10b5fa5cc,324546
2b53f827fc8b77203f604bbea26c76af,324547
266cb3c618ef63572b549651dbb93a66,324548
015982fd2ac6597d0d59cfc2c16c67fd,324549
927e5c36b41c8fe3951f36d966f14a6e,324550
396908e9c054d4afacb60f4ade8fb996,324551
fe98d4a167f0aefdde5d6d49d80ac4d8,324552
effeb3ceebdd36b305653dc80cdf8c9a,324553
7ebb82dd21f64b79b65f7c78823160e9,324554
e5011de7eb456187d66674f26b1172a0,324555
1a211da28b1e7d04e218082a6cba2c43,324556
2c959b1f4be4c1e8713139618a4853aa,324557
9712651a982a97acd805742a8c41082e,324558
9445e5f1c5e8c39375be87d1c6449a36,324559
a6fc6bac96c9d8213960d8fb3030237c,324560
dd2c32f71910f606dfecaa0fd8af20cc,324561
f5040931b710405c019253441f2d02cb,324562
8321c2944d7257cc5a5b62c48179627f,324563
9df455af3f01732fce5c3727240ea6f7,324564
f8c6ea3a390200120aa41fbba90f4372,324565
0da2253a31446bd1d22c9a6f80604f65,324566
28553fb843f4ae12782fe210a320255b,324567
46a09b42ed3b8caed984a5781b04745f,324568
970f12453833c5d31bbe830ef7111a55,324569
7ec06f22719a8721111bd75c40dda9f9,324570
08053c447045cf58f1a9b508b056e01b,324571
f58d8f37aacd1517fe7a64a94bbf7016,324572
48538b62f3adfd3c10733ee4f13f81be,324573
0bf237a91050ca8b1312c9c2858ef333,324574
d215ac111e506e662f46b47930e43f50,324575
e09dc88a5a8c8ad3b684e3f3064ee944,324576
9ef8171a0b7957a4990c63ee253ad647,324577
86115948fa01cbfa52ad1b611b4229a9,324578
058e2b821ee89a1230214dc3cc39257d,324579
24f2e2b52bc848f5a9e99f669068e8b2,324580
56172e87570e226c1ad783c10ab13f61,324581
cfe0735c0ea55a30deefc5effe0027d9,324582
